,Tên kho,Mã hàng,Tên hàng,ĐVT,Nhóm VTHH,Đơn giá cố định
,Hàng hóa,I100925804,ST. IVES ST Cam Chanh 650ml,Chai,DKSH," 122,815 "
,Hàng hóa,I100925805,ST. IVES ST Hoa hồng&Lô Hội 650ml,Chai,DKSH," 122,815 "
,Hàng hóa,I100925808,ST. IVES SDT Vitamin E và Bơ 621ML,Chai,DKSH," 122,405 "
,Hàng hóa,I100925809,ST. IVES SDT Lúa Mạch và Bơ 621ml,Chai,DKSH," 122,405 "
,Hàng hóa,I100925810,ST. IVES SDT Trẻ hóa Collagen 621ml,Chai,DKSH," 122,405 "
,Hàng hóa,I100996278,ST. IVES SRM Trà xanh 170G,Tuýp,DKSH," 86,455 "
,Hàng hóa,I100996279,ST. IVES SRM Chiết xuất mơ 170g,Tuýp,DKSH," 86,455 "
,Hàng hóa,I100996411,ST. IVES SRM Hương mơ 170g,Tuýp,DKSH," 86,455 "
,Hàng hóa,I100996413,ST. IVES SRM Café 170G,Tuýp,DKSH," 86,455 "
,Hàng hóa,I100G,Bánh gạo ICHI vị mật ong 100g (nhỏ),Gói,ONE ONE," 13,305 "
,Hàng hóa,I101059009,ST. IVES SRM Bơ&Mật Ong 170G,Tuýp,DKSH," 86,455 "
,Hàng hóa,I101078938,St.Ives Gel RM Blemish Care Tram Tra 200ML,Chai,DKSH," 127,857 "
,Hàng hóa,I101117363,ST. IVES SRM Hoa Hồng&Lô Hội 170G,Tuýp,DKSH," 86,455 "
,Hàng hóa,I101123825,St.Ives Dưỡng Da 30ml,Tuýp,DKSH," 66,490 "
,Hàng hóa,I180G,Bánh gạo ICHI vị mật ong 180g (lớn),Gói,ONE ONE," 23,044 "
,Hàng hóa,J100712614,JUMBO C.Trùng Cam Chanh 300ML,Chai,DKSH," 29,172 "
,Hàng hóa,J100712615,JUMBO C.Trùng Lavender 300ML,Chai,DKSH," 29,172 "
,Hàng hóa,J100712616,JUMBO C.Trùng Lài 300ML,Chai,DKSH," 29,172 "
,Hàng hóa,J100712617,JUMBO C.Trùng Cam Chanh 600ML,Chai,DKSH," 51,000 "
,Hàng hóa,J100712618,JUMBO C.Trùng Lavender 600ML,Chai,DKSH," 51,000 "
,Hàng hóa,J100712619,JUMBO C.Trùng Lài 600ML,Chai,DKSH," 51,000 "
,Hàng hóa,J100712620,JUMBO Muỗi F9 Cam Chanh 600ML,Chai,DKSH," 45,500 "
,Hàng hóa,J100712621,Jumbo FA K mùi 600ml,Chai,DKSH," 45,500 "
,Hàng hóa,J100792482,JUMBO Chất xông muỗi đơn,Cái,DKSH," 23,100 "
,Hàng hóa,J100792483,JUMBO Bộ xông đuổi muỗi,Bộ,DKSH," 42,504 "
,Hàng hóa,J100792484,Jumbo Chất xông đôi,Bộ,DKSH," 41,540 "
,Hàng hóa,J100842799,JUMBO C.trùng K mùi Odourless 600ml,Chai,DKSH," 51,000 "
,Hàng hóa,J100843151,JUMBO C.trùng K mùi Odourless 300ml,Chai,DKSH," 29,172 "
,Hàng hóa,J100886064,Jumbo Nhang S2,Hộp,DKSH," 10,000 "
,Hàng hóa,J100912516,Jumbo Nhang K5,Hộp,DKSH," 6,607 "
,Hàng hóa,J100942723,JUMBO One Push 60 Xịt,Chai,DKSH," 40,755 "
,Hàng hóa,J100974080,JUMBO XỊT Ctrung Chanh&K mùi 600ml+4HopS2,Bộ,DKSH," 119,000 "
,Hàng hóa,J101015514,Jumbo M2 Nhang Lài Vàng,Hộp,DKSH," 6,600 "
,Hàng hóa,J101015517,Kaori Xịt Phòng Cam 280ml,Chai,DKSH," 30,888 "
,Hàng hóa,J101015518,Kaori Xịt Phòng Hoa Hồng 280ml,Chai,DKSH," 30,888 "
,Hàng hóa,J101015519,Kaori Xịt Phòng Hương Biển 280ml,Chai,DKSH," 30,888 "
,Hàng hóa,J101015615,Nhang M22 Lavender,Hộp,DKSH," 6,600 "
,Hàng hóa,J101068531,Jumbo Nhang S2+Hộp nhựa,Bộ,DKSH," 132,000 "
,Hàng hóa,J101085448,Jumbo Xịt C.trùng Trà 600ml,Chai,DKSH," 51,000 "
,Hàng hóa,JUD1,Dây xả Junco Vàng đồng*30 dây,Dây,ABA," 9,858 "
,Hàng hóa,JUD12,Dây xả Junco Xanh lá*30 dây,Dây,ABA," 9,858 "
,Hàng hóa,JUD3,Dây xả Junco Đỏ*30 dây,Dây,ABA," 9,858 "
,Hàng hóa,JUD6,Dây xả Junco Đen*30 dây,Dây,ABA," 9,858 "
,Hàng hóa,JUD9,Dây xả Junco Xanh dương*30 dây,Dây,ABA," 9,858 "
,Hàng hóa,JUNC81,Chai xả Junco 800ml Đỏ giảm 12%,Chai,ABA," 42,240 "
,Hàng hóa,JUNC82,Chai xả Junco 800ml Xanh Dương giảm 12%,Chai,ABA," 42,240 "
,Hàng hóa,JUNC83,Chai xả Junco 800ml Đen giảm 12%,Chai,ABA," 42,240 "
,Hàng hóa,JUNT3,Túi xả Junco 800 Đen 12%,Túi,ABA," 37,840 "
,Hàng hóa,K100743266,Milo Chocobar 30g,Thanh,DKSH," 9,072 "
,Hàng hóa,K100753907,Kitkat Trà Xanh 8 thanh 2F 17gx8,Gói,DKSH," 57,892 "
,Hàng hóa,K100753908,KitKat Thanh 2F Trà xanh 17g,Thanh,DKSH," 7,703 "
,Hàng hóa,K100793955,KitKat 6 thanh 2F B/F (6X17G) Cocoa,Gói,DKSH," 29,908 "
,Hàng hóa,K100793956,KitKat Thanh 4F B/F 35G Cocoa,Thanh,DKSH," 11,355 "
,Hàng hóa,K100793959,Kitkat Gói 12 thanh 2F 12X17g Cocoa,Gói,DKSH," 57,549 "
,Hàng hóa,K100793960,KitKat Cocoa Bites 40g,Thanh,DKSH," 17,632 "
,Hàng hóa,K100793966,KitKat Thanh 4F Trà xanh 35G,Thanh,DKSH," 14,954 "
,Hàng hóa,K100793993,Kitkat Chunky 38g-Cocoa,Thanh,DKSH," 12,688 "
,Hàng hóa,K100793994,KitKat Gói 3 thanh Chunky 3x38G,Gói,DKSH," 36,568 "
,Hàng hóa,K100864457,KitKat Thanh Chunky Bánh Quy 38g,Thanh,DKSH," 13,142 "
,Hàng hóa,K100998855,KitKat Thanh 2F BF 17g Cocoa,Thanh,DKSH," 5,257 "
,Hàng hóa,K100998856,Milo Viên Nuggets 25g,Gói,DKSH," 10,888 "
,Hàng hóa,K101060029,Kitkat Chunky Pack 3_114g_Tet,Hộp,DKSH," 39,460 "
,Hàng hóa,K101084637,Kitkat Pack 6 thanh_102g TET,Hộp,DKSH," 30,671 "
,Hàng hóa,K101084638,KitKat goi SB 12 204g Tet,Hộp,DKSH," 62,695 "
,Hàng hóa,K101084639,Kitkat Tra xanh SB 8_136g_Tet,Gói,DKSH," 62,695 "
,Hàng hóa,K101084661,Combo Milo 108.5g_TET,Hộp,DKSH," 44,480 "
,Hàng hóa,K101084662,Kitkat JP Dâu 11 thanh_TET,Hộp,DKSH," 72,865 "
,Hàng hóa,K101084663,Nestle Bánh quy Socola 4x31g,Hộp,DKSH," 18,857 "
,Hàng hóa,K101084664,Nestle Bánh quy 372g_TET,Hộp,DKSH," 70,720 "
,Hàng hóa,K101185188,Kitkat Gold SB_136g_Tet,Gói,DKSH," 64,401 "
,Hàng hóa,KDR1,KDR Doreen Trà xanh 200gr(+bàn chải),Tuýp,ABA," 17,815 "
,Hàng hóa,KDR5,KDR Doreen Trà Xanh 180gr 6/1,Tuýp,ABA," 12,943 "
,Hàng hóa,KDR7,KDR Doreen Xanh Ngọc 200gr 6/1,Tuýp,ABA," 12,943 "
,Hàng hóa,KDR8,KDR Doreen Tinh thể Băng 180g 6/1,Tuýp,ABA," 19,543 "
,Hàng hóa,KL123206161,Laystax Tự Nhiên 160gx14hộp,Lon,POCA," 31,500 "
,Hàng hóa,KL123206162,Laystax Kem hành 160gx14hộp,Lon,POCA," 31,500 "
,Hàng hóa,KL123207161,Laystax Tôm 160gx14hộp,Lon,POCA," 31,500 "
,Hàng hóa,KL123213165,Laystax Sườn nướng BBQ 160gx14hộp,Lon,POCA," 31,500 "
,Hàng hóa,KO123206149,Laystax Tự Nhiên 105grx16 hộp,Hộp,POCA," 26,000 "
,Hàng hóa,KO123207149,Laystax Tôm 105grx16 hộp,Hộp,POCA," 26,000 "
,Hàng hóa,KO123209149,Laystax Mực 105grx16 hộp,Hộp,POCA," 26,000 "
,Hàng hóa,KO123210149,Laystax Kem hành105grx16 lon,Hộp,POCA," 26,000 "
,Hàng hóa,KO123223176,Laystax Ớt Sriracha105grx16 lon,Hộp,POCA," 26,000 "
,Hàng hóa,KO123224176,Laystax Lá thơm Oregano 105grx16 lon,Hộp,POCA," 26,000 "
,Hàng hóa,KTB,Trả TB Kaori,Chai,DKSH, 0 
,Hàng hóa,L100857684,Lactacyd Milky TG Trẻ em 500ML,Chai,DKSH," 124,505 "
,Hàng hóa,L100864736,Lactacyd Odor Fresh 150ML,Hộp,DKSH," 37,024 "
,Hàng hóa,L100942174,LACTACYD DDVS Soft&Silky 150ML,Chai,DKSH," 42,721 "
,Hàng hóa,L100942175,LACTACYD DDVS Soft&Silky 250ml,Chai,DKSH," 63,525 "
,Hàng hóa,L101001848i,Lactacyd Milky Trẻ em 250ml,Chai,DKSH," 72,410 "
,Hàng hóa,L101044511,Lactacyd ST Trẻ Em BB 250ml,Chai,DKSH," 72,425 "
,Hàng hóa,L101081953,Combo Lactacyd 2Milky250+2Pearly,Bộ,DKSH," 197,943 "
,Hàng hóa,L101081954,Combo Lactacyd 6xMilky250,Bộ,DKSH," 383,475 "
,Hàng hóa,L101081955,Combo Lactacyd 6xFresh250ml,Bộ,DKSH," 297,813 "
,Hàng hóa,L101081956,Combo Lactacyd 3xFresh250ml+3Milky250,Bộ,DKSH," 340,645 "
,Hàng hóa,L101081957,Combo Lactacyd 3Nourish150+2NR60ml,Bộ,DKSH," 150,808 "
,Hàng hóa,L101081958,Lactacyd BB 500ml+Prosen150ml,Bộ,DKSH," 138,340 "
,Hàng hóa,L101081959,Lactacyd Milky 500ml+Prosen150ml,Bộ,DKSH," 138,340 "
,Hàng hóa,L101081960,Combo Gentle 500mlx2+4x60ml,Bộ,DKSH," 246,243 "
,Hàng hóa,L101099107,Lactacyd DDVS Odor Fresh 250ml,Chai,DKSH," 55,185 "
,Hàng hóa,L101099110,Lactacyd DDVS Pro Sensitive 150ml,Chai,DKSH," 42,721 "
,Hàng hóa,L101099111,Lactacyd DDVS Pro Sensitive 250ml,Chai,DKSH," 63,525 "
,Hàng hóa,L101113917,Lactacyd Pearly Intimate 150ML,Chai,DKSH," 47,876 "
,Hàng hóa,L101113918,Lactacyd Extra Nourish,Chai,," 50,270 "
,Hàng hóa,L101159847,Lactacyd BB 500ML,Chai,DKSH," 124,505 "
,Hàng hóa,LETCON10M,Letgreen cồn 10 miếng Lốc 3: 27.600 đ (4/1),Bao,YAHON," 22,080 "
,Hàng hóa,LETCON50M,Letgreen cồn 50 miếng: 33.200 đ (4/1),Bao,YAHON," 26,560 "
,Hàng hóa,LX,Giảm tiền,1,ABA, 0 
,Hàng hóa,LX1,Dầu gội Lexi dây vàng 14 gói 6/1,Dây,ABA," 7,000 "
,Hàng hóa,LX12,Dầu gội Lexi dây Hồng 14 gói 6/1,Dây,ABA," 7,000 "
,Hàng hóa,LX13,Dầu gội Lexi dây xanh lá 14 gói 6/1,Dây,ABA," 7,000 "
,Hàng hóa,LX5,Dầu gội Lexi Xanh 650g 6/1,Chai,ABA," 77,221 "
,Hàng hóa,LX6,Dầu gội Lexi Hồng 650g 6/1,Chai,ABA," 77,221 "
,Hàng hóa,LX7,Dầu gội Lexi vàng 650g 6/1,Chai,ABA," 77,221 "
,Hàng hóa,M1003941003,T.An Cho con-Vi Ga & Trung&sua 1.3kg,Gói,DKSH, 0 
,Hàng hóa,M100745900,T.an Cho con-Vi bo trung sot 80g,Gói,DKSH," 38,800 "
,Hàng hóa,M100746012,T.An Cho-Vi thit Bo&rau cu tui 1.5 kg,Gói,DKSH," 90,600 "
,Hàng hóa,M100746014,Thuc an meo-ca bien 20kg,Bao,DKSH," 1,292,200 "
,Hàng hóa,M100746015,Thuc An Cho-Vi Ga&rau cu tui 1.5 kg,Gói,DKSH," 90,600 "
,Hàng hóa,M100746025,Thuc An Cho con-Vi Ga nau sot 130g,Gói,DKSH," 13,845 "
,Hàng hóa,M100746026,Thuc An Cho-Vi Ga nau sot 130g,Gói,DKSH," 13,845 "
,Hàng hóa,M100746027,T.An Meo Con- vi ca bien&sua 1.1kg,Túi,DKSH," 99,200 "
,Hàng hóa,M100746028i,Thuc An Meo-Vi Ca thu tui 1.2 kg,Túi,DKSH," 99,200 "
,Hàng hóa,M100746029,Thuc An Meo-Vi Ca bien tui 480g,Gói,DKSH," 45,600 "
,Hàng hóa,M100746030,Thuc An Meo-Vi ca bien 7kg,Bao,DKSH," 538,800 "
,Hàng hóa,M100746031,Thuc An Meo vi Ca ngu tui 1.2 kg,Gói,DKSH," 99,200 "
,Hàng hóa,M100746032,Thuc An Meo vi Ca bien tui 1.2 kg,Gói,DKSH," 99,200 "
,Hàng hóa,M100746033,Thuc An Meo-Vi Ca ngu tui 480g,Gói,DKSH," 45,600 "
,Hàng hóa,M100746034,Thức Ăn Mèo Vị cá BIS gói 400g,Gói,DKSH," 29,800 "
,Hàng hóa,M100746035,Thức ăn mèo Vị cá biển lon 400g,Lon,DKSH," 32,800 "
,Hàng hóa,M100746114,Catsan - Cát VS cho mèo,Túi,DKSH," 87,011 "
,Hàng hóa,M100746115,Catsan - Cát VS cho mèo 9L,Túi,DKSH," 157,501 "
,Hàng hóa,M100750182,T.An Cho vi bo&rau cu tui 500g,Gói,DKSH," 33,200 "
,Hàng hóa,M100808286,T.An Meo Con- vi ca bien&sua 450g,Túi,DKSH," 47,500 "
,Hàng hóa,M100839923,Thuc An Meo-Vi ca bien tui 3kg,Gói,DKSH," 245,700 "
,Hàng hóa,M100864325,Thuc An Meo-vi ca thu BIS gói 400g,Gói,DKSH," 29,800 "
,Hàng hóa,M100886065,T.An vat Cho - bo xong khoi 80g,Gói,DKSH," 28,500 "
,Hàng hóa,M100886066,Thuc an vat Cho - gan nuong 80g,Gói,DKSH," 28,500 "
,Hàng hóa,M100886067,T.An vat Cho - bo xong khoi que 60g,Gói,DKSH," 28,500 "
,Hàng hóa,M100886068,Thuc an vat Cho heo muoi que 60g,Gói,DKSH," 28,500 "
,Hàng hóa,M100886069,Banh xuong Cho trung 98g,Gói,DKSH," 30,200 "
,Hàng hóa,M100886124,Banh xuong cho nho 56g (new),Gói,DKSH," 28,500 "
,Hàng hóa,M100886125,Banh xuong Cho con 75g (new),Gói,DKSH," 28,500 "
,Hàng hóa,M100886126,Temptation Ca ngu 85g,Gói,DKSH," 42,300 "
,Hàng hóa,M100886226,Sốt Temptation 48g,Gói,DKSH," 28,710 "
,Hàng hóa,M100899226,Banh xuong cham soc rang cho kieng 60g,Gói,DKSH," 28,500 "
,Hàng hóa,M100899230,Thuc an cho gion 60g,Gói,DKSH," 30,690 "
,Hàng hóa,M100944496,Sot Cho Lon Bo ham Rau Cu 130G,Gói,DKSH," 13,845 "
,Hàng hóa,M100944497,Sot cho lon - Vi gan nuong & rau 130g,Gói,DKSH," 13,845 "
,Hàng hóa,M100944498,"Sot cho con - Vi ga, gan trung & rau 80g",Gói,DKSH," 9,500 "
,Hàng hóa,M100944499,"Sot cho lon - Vi ga, gan nuong & rau 80g",Gói,DKSH," 9,500 "
,Hàng hóa,M100944840,Sot cho lon - Vi bo nuong & rau 80g,Gói,DKSH," 9,500 "
,Hàng hóa,M100954694,Thuc An Meo-Vi thu&Ca hoi tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M100955623,Thuc An Meo-Vi Ca ngu dang tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M100955624,Thuc An Meo-Vi thu tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M100955625,T.An Meo-Vi Ca Bien dang tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M100955627,T.An Meo con-Vi Ca ngu tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M101073468,T.An Cho con-Vi Ga & trung&sua 400g,Gói,DKSH," 38,800 "
,Hàng hóa,M101080792,T.An Meo con-Vi Ca thu tui 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M101101178,Thức ăn mèo Vị cá ngừ lon 400g,Lon,DKSH," 32,800 "
,Hàng hóa,M101144900,T.An Meo Con- ca thu 450g,Túi,DKSH," 47,500 "
,Hàng hóa,M101144901,T.An Meo Con- ca thu 1.1kg,Túi,DKSH," 99,200 "
,Hàng hóa,M101144903,Thức ăn mèo Vị Gà&cá ngừ 85g,Gói,DKSH," 9,640 "
,Hàng hóa,M10124567,Gatsby ST 250ml,Chai,," 64,570 "
,Hàng hóa,M10124568,Gatsby ST 450ml,Gói,," 81,620 "
,Hàng hóa,M101886066,T.An vat Cho - ga xong khoi 80g,Gói,DKSH," 28,500 "
,Hàng hóa,M110955627,Combo 6+1 Meo con-Ca ngu 80g,Bộ,DKSH," 58,500 "
,Hàng hóa,M75GB,Mì 3 Miền 75g bò hầm rau thơm,Thùng,SI," 96,000 "
,Hàng hóa,M75GC,Mì 3 Miền 75g chua cay đặc biệt ,Thùng,SI," 96,000 "
,Hàng hóa,M85G,Mì Reeva 85g lẫu nấm chua cay,Thùng,SI," 189,000 "
,Hàng hóa,MD8,Bột giặt Manda 800g*18,Gói,ABA," 25,286 "
,Hàng hóa,N15001,Nước Satori chai 1.5l (12c/thùng),Thùng,SATORI," 94,000 "
,Hàng hóa,N3501,Nước  Satori chai 350ml (24c/thùng),Thùng,SATORI," 84,000 "
,Hàng hóa,N5001,Nước Satori chai 500ml (24c/thùng),Thùng,SATORI," 94,000 "
,Hàng hóa,NUNA100KM,Khăn ướt Baby NUNA 100 miếng không mùi:36.800 đ (5/1),Bao,YAHON," 30,667 "
,Hàng hóa,NYD,Lộc Phát-Nước Yến Nha đam Đào 500ml x24c/thùng,Thùng,LOC PHAT," 177,000 "
,Hàng hóa,NYDLT,Lộc Phát-Nước Yến Dưa lưới  415mll x24c/thùng,Thùng,LOC PHAT," 168,000 "
,Hàng hóa,NYNDT,Lộc Phát-Nước Yến Nha đam 500ml x24c/thùng,Thùng,LOC PHAT," 177,000 "
,Hàng hóa,O142,Bánh gạo vị xì dầu Nhật 142g ,Gói,ONE ONE," 17,455 "
,Hàng hóa,OB,Bánh mặn vị Bò nướng 150g (nhỏ),Gói,ONE ONE," 17,455 "
,Hàng hóa,OB104,One tảo biển bạch tuộc 104g,Gói,ONE ONE," 13,034 "
,Hàng hóa,OB225,One One Bò Nướng 225g (lớn),Gói,ONE ONE," 24,545 "
,Hàng hóa,OM118G,Bánh mặn vị Pho mai Ngô 118g,Gói,ONE ONE," 20,091 "
,Hàng hóa,ON150,Bánh ngọt 150g (nhỏ),Gói,ONE ONE," 13,043 "
,Hàng hóa,ON230G,Bánh ngọt 230g (lớn),Gói,ONE ONE," 18,610 "
,Hàng hóa,OT,Bánh mặn vị tôm nướng 150gr (nhỏ),Gói,ONE ONE," 17,455 "
,Hàng hóa,P100760121,Pucelle NH Jolly Tím 75ml,Chai,DKSH," 21,345 "
,Hàng hóa,P100760122,Pucelle NH Spacking Hồng 75ML,Chai,DKSH," 21,345 "
,Hàng hóa,P100760124,Pucelle NH WO Xanh dương 75ml,Chai,DKSH," 21,345 "
,Hàng hóa,P100760127,Pucelle NH Thu Ran 100ml,Chai,DKSH," 31,510 "
,Hàng hóa,P100760128,Pucelle NH Xuân Sakura 100ml,Chai,DKSH," 31,510 "
,Hàng hóa,P100760129,Pucelle NH 150ml,Chai,DKSH," 36,321 "
,Hàng hóa,P100760131,Lovillea NH 100ML,Chai,DKSH," 19,800 "
,Hàng hóa,P100760135,Pucelle Blooming Blossom 75ml,Chai,DKSH," 21,345 "
,Hàng hóa,P100945508,Pucelle NH Perfect Getaway Cam 75ml,Chai,DKSH," 21,345 "
,Hàng hóa,P1B120103175,10k-Poca Bò Lúc Lắc 65g 8x5,Gói,POCA," 7,200 "
,Hàng hóa,P1B120132193,10k-Poca Bắp Ngọt 7x10,Gói,POCA," 7,200 "
,Hàng hóa,P1G120124184,10k-Poca Gà Quay 65g 7x10,Gói,POCA," 7,200 "
,Hàng hóa,P1M120135175,10k-Poca Mực Lăn 65g 7x10,Gói,POCA," 7,200 "
,Hàng hóa,P1P120501194,10k-Poca Phồng 60g 7x10,Gói,POCA," 7,200 "
,Hàng hóa,P1Q120137184,10k-Poca Que BBQ 70g 8x5,Gói,POCA," 7,200 "
,Hàng hóa,P1T102135177,10k-Poca Tôm Nướng 65g 8x5,Gói,POCA," 7,200 "
,Hàng hóa,Q121504183,Bánh yến mạch Quaker Nho 270gx12g,Gói,POCA," 56,000 "
,Hàng hóa,Q121505183,Bánh yến mạch Quaker Socola 270gx12g,Gói,POCA," 56,000 "
,Hàng hóa,Q121506183,Bánh yến mạch Quaker Hạnh Nhân 270gx12g,Gói,POCA," 56,000 "
,Hàng hóa,RC1,NRC Campax Chanh 400ml 24/4-25,Chai,ABA," 10,250 "
,Hàng hóa,RC3,NRC Campax Chanh 750ml 12/2-10,Chai,ABA," 18,143 "
,Hàng hóa,RC5,"NRC Campax Chanh 1,5 kg 12%",Chai,ABA," 32,600 "
,Hàng hóa,RE1,Lăn ReLik nữ Hồng 50ml 6/1,Chai,ABA," 27,600 "
,Hàng hóa,RE2,Lăn ReLik nữ Vàng 50ml 3/1,Chai,ABA," 30,375 "
,Hàng hóa,RE3,Lăn ReLik nữ Hồng 25ml 6/1,Chai,ABA," 18,000 "
,Hàng hóa,S100849031,SIMPLE Nước Tẩy Trang Micellar Water 200ML,Chai,DKSH," 127,970 "
,Hàng hóa,S2TB,Trả TB Nhang S2,Hộp,DKSH, 0 
,Hàng hóa,SDE12,ST Dây E100 Vàng 60/15,Dây,ABA," 3,952 "
,Hàng hóa,SDE31,ST Dây E100 Hồng 60/15,Dây,ABA," 3,952 "
,Hàng hóa,SDE51,ST Dây E100 Trắng 60/15,Dây,ABA," 3,952 "
,Hàng hóa,SDE71,ST Dây E100 Witchi 60/15,Dây,ABA," 3,952 "
,Hàng hóa,SDE91,ST Dây E100 Dermyl Cô gái 60/15,Dây,ABA," 3,952 "
,Hàng hóa,SN119G,Bánh sữa ngô 149g,Gói,ONE ONE," 14,727 "
,Hàng hóa,SRM1,SRM E100 Bò 80ml 6/1,Tuýp,ABA," 21,858 "
,Hàng hóa,SRM10,SRM E100 nghệ 100ml  6/1,Tuýp,ABA," 31,200 "
,Hàng hóa,SRM12,SRM E100 dưa leo 6/1,Tuýp,ABA," 22,457 "
,Hàng hóa,SRM3,SRM E100 nghệ 50ml 6/1,Tuýp,ABA," 20,315 "
,Hàng hóa,SRM5,SRM E100 Bò 50ml 6/1,Tuýp,ABA," 15,600 "
,Hàng hóa,SRM7,SRM E100 Nha Đam 100ml 6/1,Tuýp,ABA," 22,457 "
,Hàng hóa,SRM9,SRM E100 nghệ hạt 80ml 6 -5,Tuýp,ABA," 32,167 "
,Hàng hóa,SRMB,SRM Bi lá,Tuýp,ABA," 12,000 "
,Hàng hóa,ST11,ST HH 1.100ml 5/1,Chai,ABA," 70,833 "
,Hàng hóa,ST800HS,ST E100 800ml Hồng 6/1,Chai,ABA," 71,572 "
,Hàng hóa,ST800TS,ST E100 800ml Trắng 6/1,Chai,ABA," 71,572 "
,Hàng hóa,ST800VS,ST E100 800ml Vàng 6/1,Chai,ABA," 71,572 "
,Hàng hóa,STE1L21,ST E100 1200ml Hồng 5/1,Chai,ABA," 83,750 "
,Hàng hóa,STE1L22,ST E100 1200ml Trắng 5/1,Chai,ABA," 83,750 "
,Hàng hóa,STE1L23,ST E100 1200ml Vàng 5/1,Chai,ABA," 83,750 "
,Hàng hóa,U100810932,XBC CAMAY Classic Hồng 125G,Cục,DKSH," 10,462 "
,Hàng hóa,U100810933,XBC CAMAY Chic Đen 125G,Cục,DKSH," 10,462 "
,Hàng hóa,U100810934,XBC CAMAY Naturel Trắng 125G,Cục,DKSH," 10,462 "
,Hàng hóa,U100931314,Monsavon ST Sữa&Vani 1L,Chai,DKSH," 135,600 "
,Hàng hóa,U101097698,XBC Lux Xanh Aqua 80G ,Cục,DKSH," 7,015 "
,Hàng hóa,U101097699,XBC Lux Hồng Soft 80G ,Cục,DKSH," 7,015 "
,Hàng hóa,U101097750,XBC Lux Tím Magical 80G ,Cục,DKSH," 7,015 "
,Hàng hóa,U101097751,XBC Lux Trang Velvet 80G ,Cục,DKSH," 7,015 "
,Hàng hóa,U101117234,GEL TAM H. HOA HONG CAMAY PARIS 500ML,Chai,DKSH," 78,390 "
,Hàng hóa,U101117235,GEL TAM H. OAI HUONG CAMAY PARIS 500ML,Chai,DKSH," 78,390 "
,Hàng hóa,U101117236,GEL TAM CAMAY 500ML+XBC,Chai,DKSH," 67,940 "
,Hàng hóa,U101117237,Dầu gội Lux 450g,Chai,DKSH," 119,536 "
,Hàng hóa,V100873909,Vaseline Dưỡng Môi Hồng xinh 7G,Hũ,DKSH," 55,766 "
,Hàng hóa,V100873910,Vaseline Dưỡng Môi Mềm mịn 7G,Hũ,DKSH," 55,766 "
,Hàng hóa,V100873911,Vaseline Dưỡng Môi Ngọt ngào 7G,Hũ,DKSH," 55,766 "
,Hàng hóa,V100891414,Vaseline Sáp dưỡng ẩm 50ml,Hũ,DKSH," 37,750 "
,Hàng hóa,V100891415,Vaseline Sap Duong Am 100ml,Hũ,DKSH," 63,495 "
,Hàng hóa,V100932526,Vaseline Dưỡng Môi Mềm Mịn 4.8g,Cây,DKSH," 43,800 "
,Hàng hóa,V100932527,Vaseline Dưỡng môi hồng xinh 4.8g,Cây,DKSH," 43,800 "
,Hàng hóa,V100932528,Vaseline Dưỡng môi Lô hội 4.8g,Cây,DKSH," 43,800 "
,Hàng hóa,V100932529,Vaseline Dưỡng môi Cacao 4.8g,Cây,DKSH," 43,800 "
,Hàng hóa,VBD22,VNM Bịch Dâux48x220,Thùng,SI," 278,000 "
,Hàng hóa,VBĐ22,VNM Bịch Đường x48x220,Thùng,SI," 278,000 "
,Hàng hóa,VBK22,VNM Bịch K Đường x48x220,Thùng,SI," 278,000 "
,Hàng hóa,VBS22,VNM Bịch Socolax48x220,Thùng,SI," 278,000 "
,Hàng hóa,VH11,VNM Hộp Đường nhỏ 48x110ml,Thùng,SI," 192,000 "
,Hàng hóa,VH22,VNM Hộp Đường 48x180,Thùng,SI," 300,000 "
,Hàng hóa,VHD22,VNM Hộp Dâux48x180,Thùng,SI," 300,000 "
,Hàng hóa,VHS22,VNM Hộp Socolax48x180,Thùng,SI, 0 
,Hàng hóa,VLĐ,VNM 100% 1 Lít Đường x12,Thùng,SI, 0 
,Hàng hóa,VLK,VNM 100% 1 Lít Ko Đường x12,Thùng,SI, 0 
,Hàng hóa,VPN380,VNM sữa đặc phương nam 380g,Thùng,SI," 380,000 "
,Hàng hóa,VPNK,VNM Sữa Đặc Phương Nam Kg x12,Thùng,SI, 0 
,Hàng hóa,VPNL,VNM Phương Nam Lon x48,Thùng,SI," 795,000 "
,Hàng hóa,WD2,ST Wando 200ml 6/1,Chai,ABA," 32,571 "
,Hàng hóa,WD5,ST Wando 500ml 6/1,Chai,ABA," 66,000 "
,Hàng hóa,XTB1,Trả TB Chất xông đôi,Bộ,DKSH, 0 
,Hàng hóa,XTB2,Trả TB Chất xông đơn,Bộ,DKSH, 0 
,Hàng hóa,Y100886129,Hộp quà yến 6 hộp 42ml,Hộp,," 383,012 "
,Hàng hóa,Y101072549,Cốt gà BRAND'S 42ml 6x12x72,Lốc 6,DKSH," 124,325 "
